strategy,day,query_source_s1_id,query_candidate_id,query_index,query_strategy,context_rows,context_win_rate,primary_rows,secondary_rows,distinct_context_days,top_index_counts,top_strategy_counts,min_distance,median_distance,max_distance,latency_sec
recent_256,2026-06-29,9405,BEAR_CALL_NF_24100_24250_W150,NF,BEAR_CALL,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9391,BEAR_CALL_NF_24100_24250_W150,NF,BEAR_CALL,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9376,BEAR_CALL_NF_24100_24250_W150,NF,BEAR_CALL,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9363,BEAR_CALL_NF_24100_24250_W150,NF,BEAR_CALL,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9344,BEAR_CALL_NF_24100_24250_W150,NF,BEAR_CALL,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9325,BEAR_CALL_NF_24100_24250_W150,NF,BEAR_CALL,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9144,BULL_PUT_BNF_57400_57000_W400,BNF,BULL_PUT,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9139,BULL_PUT_BNF_57400_57000_W400,BNF,BULL_PUT,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9134,BULL_PUT_BNF_57400_57000_W400,BNF,BULL_PUT,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
recent_256,2026-06-29,9129,BEAR_CALL_BNF_58400_58800_W400,BNF,BEAR_CALL,256,0.49609375,28,228,1,"[[""BNF"", 246], [""NF"", 10]]","[[""BEAR_CALL"", 127], [""BULL_PUT"", 101], [""BEAR_PUT"", 28]]",,,,1.8068105210004433
