strategy,day,query_source_s1_id,query_candidate_id,query_index,query_strategy,context_rows,context_win_rate,primary_rows,secondary_rows,distinct_context_days,top_index_counts,top_strategy_counts,min_distance,median_distance,max_distance,latency_sec
stratified_256,2026-06-03,2169,BEAR_CALL_NF_23400_23550_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,2073,BEAR_CALL_NF_23400_23550_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,964,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,949,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,934,BEAR_CALL_NF_23600_23750_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,919,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,904,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,884,BEAR_CALL_NF_23600_23750_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,869,BEAR_CALL_NF_23600_23750_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,854,BEAR_CALL_NF_23600_23750_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,839,BEAR_CALL_NF_23600_23750_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,824,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,804,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,789,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,779,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,764,BEAR_CALL_NF_23550_23700_W150,NF,BEAR_CALL,256,0.84375,25,231,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 128], [""BULL_PUT"", 128]]",,,,34.66892738200113
stratified_256,2026-06-03,1183,BEAR_PUT_NF_23150_23300_W150,NF,BEAR_PUT,256,0.8359375,28,228,1,"[[""NF"", 256]]","[[""BEAR_CALL"", 130], [""BULL_PUT"", 126]]",,,,7.465611038998759
stratified_256,2026-06-04,2962,BEAR_PUT_BNF_53200_54200_W1000,BNF,BEAR_PUT,256,0.56640625,9,247,2,"[[""NF"", 220], [""BNF"", 36]]","[[""BEAR_CALL"", 131], [""BULL_PUT"", 122], [""BEAR_PUT"", 3]]",,,,8.129302028002712
stratified_256,2026-06-04,2743,BEAR_PUT_BNF_53400_54200_W800,BNF,BEAR_PUT,256,0.56640625,9,247,2,"[[""NF"", 220], [""BNF"", 36]]","[[""BEAR_CALL"", 131], [""BULL_PUT"", 122], [""BEAR_PUT"", 3]]",,,,8.129302028002712
