snapshot_id,day,menu_size_real,context_rows,context_win_rate_pnl_positive,model_pick_id,model_pick_role,model_pick_strategy,model_predicted_pnl,model_pick_pnl,brain_primary_id,brain_primary_strategy,brain_primary_pnl,menu_avg_pnl_including_no_trade,oracle_pick_id,oracle_pick_strategy,oracle_pnl_including_no_trade,latency_sec
427,2026-06-04,10,256,0.6171875,BEAR_PUT_BNF_53600_54400_W800,secondary,BEAR_PUT,-252.82589721679688,-88.5,BEAR_PUT_NF_23150_23450_W300,BEAR_PUT,-689.0,-311.52272727272725,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
428,2026-06-04,8,256,0.6171875,BEAR_PUT_BNF_53400_54400_W1000,secondary,BEAR_PUT,-327.502197265625,-79.5,BEAR_PUT_NF_23150_23450_W300,BEAR_PUT,-711.75,-326.97222222222223,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
429,2026-06-04,4,256,0.6171875,__NO_TRADE__,synthetic_no_trade,NO_TRADE,-160.53294372558594,0.0,BEAR_PUT_BNF_53400_54400_W1000,BEAR_PUT,-51.0,-145.25,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
430,2026-06-04,9,256,0.6171875,BEAR_PUT_BNF_53700_54300_W600,secondary,BEAR_PUT,-146.69717407226562,-207.0,BEAR_PUT_BNF_53300_54300_W1000,BEAR_PUT,-313.5,-426.225,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
457,2026-06-04,1,256,0.6171875,__NO_TRADE__,synthetic_no_trade,NO_TRADE,-143.87704467773438,0.0,BEAR_PUT_BNF_53100_54100_W1000,BEAR_PUT,-1216.5,-608.25,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
458,2026-06-04,2,256,0.6171875,__NO_TRADE__,synthetic_no_trade,NO_TRADE,-140.61756896972656,0.0,BEAR_PUT_BNF_53100_54100_W1000,BEAR_PUT,-1219.5,-890.75,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
459,2026-06-04,1,256,0.6171875,__NO_TRADE__,synthetic_no_trade,NO_TRADE,-401.47857666015625,0.0,BEAR_PUT_NF_23150_23350_W200,BEAR_PUT,-1433.25,-716.625,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
460,2026-06-04,2,256,0.6171875,__NO_TRADE__,synthetic_no_trade,NO_TRADE,-148.00643920898438,0.0,BEAR_PUT_BNF_53100_54100_W1000,BEAR_PUT,-1213.5,-736.0,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
471,2026-06-04,5,256,0.6171875,BULL_PUT_BNF_54000_53500_W500,secondary,BULL_PUT,661.5648193359375,73.5,BULL_PUT_BNF_54000_53600_W400,BULL_PUT,22.5,87.25,BULL_PUT_BNF_54000_53200_W800,BULL_PUT,198.0,12.96765551599674
472,2026-06-04,5,256,0.6171875,BULL_PUT_BNF_54000_53400_W600,secondary,BULL_PUT,651.1661376953125,-190.5,BULL_PUT_BNF_54000_53600_W400,BULL_PUT,-174.0,-149.75,__NO_TRADE__,NO_TRADE,0.0,12.96765551599674
